ReactionID,Reaction,UniprotID,EC,ReactionRule
HMR_3554,-1.0 cholesterol-ester-cis-vac + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-vaccenic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3555,-1.0 cholesterol-ester-9-octa + -1.0 H2O --> 1.0 cholesterol + 1.0 elaidate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3556,-1.0 cholesterol-ester-7-octade + -1.0 H2O --> 1.0 (7Z)-octadecenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3557,"-1.0 cholesterol-ester-6,9-octa + -1.0 H2O --> 1.0 (6Z,9Z)-octadecadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3558,-1.0 cholesterol-ester-nanode + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 nonadecylic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3559,-1.0 cholesterol-ester-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 eicosanoate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3560,-1.0 cholesterol-ester-13-eicose + -1.0 H2O --> 1.0 (13Z)-eicosenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3561,-1.0 cholesterol-ester-11-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-gondoic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3562,-1.0 cholesterol-ester-9-eicose + -1.0 H2O --> 1.0 9-eicosenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3563,"-1.0 cholesterol-ester-8,11-eico + -1.0 H2O --> 1.0 8,11-eicosadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3564,"-1.0 cholesterol-ester-5,8,11-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 mead acid","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3565,-1.0 cholesterol-ester-heneico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 henicosanoic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3566,-1.0 cholesterol-ester-docosa + -1.0 H2O --> 1.0 behenic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3567,-1.0 cholesterol-ester-13-docose + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-erucic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3568,-1.0 cholesterol-ester-11-docose + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-cetoleic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3569,-1.0 cholesterol-ester-trico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 tricosanoic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3570,-1.0 cholesterol-ester-tetraco + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 lignocerate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3571,-1.0 cholesterol-ester-15-tetra + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 nervonic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3572,-1.0 cholesterol-ester-hexacosa + -1.0 H2O --> 1.0 cerotic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3573,-1.0 cholesterol-ester-hexecose + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 ximenic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3574,-1.0 cholesterol-ester-linolen + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 linolenate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3575,"-1.0 cholesterol-ester-6,9,12,15-octa + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 stearidonic acid","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3576,"-1.0 cholesterol-ester-8,11,14,17-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 omega-3-arachidonic acid","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3577,"-1.0 cholesterol-ester-5,8,11,14,17-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 EPA + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3578,"-1.0 cholesterol-ester-7,10,13,16,19-docosa + -1.0 H2O --> 1.0 cholesterol + 1.0 DPA + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3579,"-1.0 cholesterol-ester-9,12,15,18,21-tetra + -1.0 H2O --> 1.0 (9Z,12Z,15Z,18Z,21Z)-TPA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3580,"-1.0 cholesterol-ester-6,9,12,15,18,21-tetra + -1.0 H2O --> 1.0 (6Z,9Z,12Z,15Z,18Z,21Z)-THA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3581,"-1.0 cholesterol-ester-4,7,10,13,16,19-doco + -1.0 H2O --> 1.0 cholesterol + 1.0 DHA + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3582,"-1.0 cholesterol-ester-11,14,17-eico + -1.0 H2O --> 1.0 (11Z,14Z,17Z)-eicosatrienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3583,"-1.0 cholesterol-ester-13,16,19-doco + -1.0 H2O --> 1.0 13,16,19-docosatrienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3584,"-1.0 cholesterol-ester-10,13,16,19-docosa + -1.0 H2O --> 1.0 10,13,16,19-docosatetraenoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3585,"-1.0 cholesterol-ester-12,15,18,21-tetracosa + -1.0 H2O --> 1.0 12,15,18,21-tetracosatetraenoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3586,-1.0 cholesterol-ester-lin + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 linoleate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3587,-1.0 cholesterol-ester-gamma-lin + -1.0 H2O --> 1.0 cholesterol + 1.0 gamma-linolenate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3588,-1.0 cholesterol-ester-dihomo-gamma + -1.0 H2O --> 1.0 cholesterol + 1.0 dihomo-gamma-linolenate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3589,-1.0 cholesterol-ester-arach + -1.0 H2O --> 1.0 arachidonate + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3590,"-1.0 cholesterol-ester-7,10,13,16-docosa + -1.0 H2O --> 1.0 adrenic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3591,"-1.0 cholesterol-ester-9,12,15,18-tetraco + -1.0 H2O --> 1.0 (9Z,12Z,15Z,18Z)-TTA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3592,"-1.0 cholesterol-ester-6,9,12,15,18-tetraco + -1.0 H2O --> 1.0 (6Z,9Z,12Z,15Z,18Z)-TPA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3593,"-1.0 cholesterol-ester-4,7,10,13,16-docosa + -1.0 H2O --> 1.0 (4Z,7Z,10Z,13Z,16Z)-DPA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3594,"-1.0 cholesterol-ester-11,14-eicosa + -1.0 H2O --> 1.0 (11Z,14Z)-eicosadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3595,"-1.0 cholesterol-ester-13,16-docosa + -1.0 H2O --> 1.0 (13Z,16Z)-docosadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3596,"-1.0 cholesterol-ester-10,13,16-docosa + -1.0 H2O --> 1.0 10,13,16-docosatriynoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3622,"-1.0 cholesterol-ester plasma pool <--> 0.0001 cholesterol-ester-10,13,16,19-docosa + 0.0001 cholesterol-ester-10,13,16-docosa + 0.0001 cholesterol-ester-10-hepta + 0.0001 cholesterol-ester-11,14,17-eico + 0.0001 cholesterol-ester-11,14-eicosa + 0.0001 cholesterol-ester-11-docose + 0.0001 cholesterol-ester-11-eico + 0.0001 cholesterol-ester-12,15,18,21-tetracosa + 0.0001 cholesterol-ester-13,16,19-doco + 0.0001 cholesterol-ester-13,16-docosa + 0.0001 cholesterol-ester-13-docose + 0.0001 cholesterol-ester-13-eicose + 0.0001 cholesterol-ester-13-octade + 0.0001 cholesterol-ester-15-tetra + 0.0041 cholesterol-ester-4,7,10,13,16,19-doco + 0.0001 cholesterol-ester-4,7,10,13,16-docosa + 0.0071 cholesterol-ester-5,8,11,14,17-eico + 0.0001 cholesterol-ester-5,8,11-eico + 0.0001 cholesterol-ester-5-tetra + 0.0001 cholesterol-ester-6,9,12,15,18,21-tetra + 0.0001 cholesterol-ester-6,9,12,15,18-tetraco + 0.0001 cholesterol-ester-6,9,12,15-octa + 0.0001 cholesterol-ester-6,9-octa + 0.0001 cholesterol-ester-7,10,13,16,19-docosa + 0.0001 cholesterol-ester-7,10,13,16-docosa + 0.0406 cholesterol-ester-7-hexa + 0.0001 cholesterol-ester-7-octade + 0.0001 cholesterol-ester-7-tetrade + 0.0001 cholesterol-ester-8,11,14,17-eico + 0.0001 cholesterol-ester-8,11-eico + 0.0001 cholesterol-ester-9,12,15,18,21-tetra + 0.0001 cholesterol-ester-9,12,15,18-tetraco + 0.0001 cholesterol-ester-9-eicose + 0.0001 cholesterol-ester-9-heptade + 0.0001 cholesterol-ester-9-octa + 0.0001 cholesterol-ester-9-tetrade + 0.0518 cholesterol-ester-arach + 0.0001 cholesterol-ester-cis-vac + 0.005 cholesterol-ester-dihomo-gamma + 0.0001 cholesterol-ester-docosa + 0.0001 cholesterol-ester-eico + 0.0001 cholesterol-ester-gamma-lin + 0.0001 cholesterol-ester-heneico + 0.0001 cholesterol-ester-hepta + 0.0001 cholesterol-ester-hexacosa + 0.0001 cholesterol-ester-hexecose + 0.0001 cholesterol-ester-laur + 0.5254 cholesterol-ester-lin + 0.0061 cholesterol-ester-linolen + 0.0081 cholesterol-ester-myrist + 0.0001 cholesterol-ester-nanode + 0.1958 cholesterol-ester-ol + 0.138 cholesterol-ester-palm + 0.0001 cholesterol-ester-palmn + 0.0001 cholesterol-ester-penta + 0.0132 cholesterol-ester-stea + 0.0001 cholesterol-ester-tetraco + 0.0001 cholesterol-ester-trico + 0.0001 cholesterol-ester-tridec",[],NA,
HMR_3625,-1.0 cholesterol + -1.0 lauroyl-CoA --> 1.0 cholesterol-ester-laur + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3626,-1.0 cholesterol + -1.0 tridecanoyl-CoA --> 1.0 cholesterol-ester-tridec + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3627,-1.0 cholesterol + -1.0 myristoyl-CoA --> 1.0 cholesterol-ester-myrist + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3628,-1.0 (9E)-tetradecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-9-tetrade + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3629,-1.0 (7Z)-tetradecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-7-tetrade + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3630,-1.0 5-tetradecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-5-tetra + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3631,-1.0 cholesterol + -1.0 pentadecanoyl-CoA --> 1.0 cholesterol-ester-penta + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3632,-1.0 cholesterol + -1.0 palmitoyl-CoA --> 1.0 cholesterol-ester-palm + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3633,-1.0 7-hexadecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-7-hexa + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3634,-1.0 cholesterol + -1.0 palmitoleoyl-CoA --> 1.0 cholesterol-ester-palmn + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3635,-1.0 cholesterol + -1.0 heptadecanoyl-CoA --> 1.0 cholesterol-ester-hepta + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3636,-1.0 (10Z)-heptadecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-10-hepta + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3637,-1.0 9-heptadecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-9-heptade + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3638,-1.0 cholesterol + -1.0 stearoyl-CoA --> 1.0 cholesterol-ester-stea + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3639,-1.0 (13Z)-octadecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-13-octade + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3640,-1.0 cholesterol + -1.0 cis-vaccenoyl-CoA --> 1.0 cholesterol-ester-cis-vac + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3641,-1.0 cholesterol + -1.0 oleoyl-CoA --> 1.0 cholesterol-ester-ol + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3642,-1.0 (9E)-octadecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-9-octa + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3643,-1.0 (7Z)-octadecenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-7-octade + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3644,"-1.0 (6Z,9Z)-octadecadienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-6,9-octa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3645,-1.0 cholesterol + -1.0 nonadecanoyl-CoA --> 1.0 cholesterol-ester-nanode + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3646,-1.0 cholesterol + -1.0 eicosanoyl-CoA --> 1.0 cholesterol-ester-eico + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3647,-1.0 (13Z)-eicosenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-13-eicose + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3648,-1.0 (11Z)-eicosenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-11-eico + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3649,-1.0 9-eicosenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-9-eicose + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3650,"-1.0 (8Z,11Z)-eicosadienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-8,11-eico + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3651,"-1.0 (5Z,8Z,11Z)-eicosatrienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-5,8,11-eico + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3652,-1.0 cholesterol + -1.0 heneicosanoyl-CoA --> 1.0 cholesterol-ester-heneico + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3653,-1.0 cholesterol + -1.0 docosanoyl-CoA --> 1.0 cholesterol-ester-docosa + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3654,-1.0 (13Z)-docosenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-13-docose + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3655,-1.0 (11Z)-docosenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-11-docose + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3656,-1.0 cholesterol + -1.0 tricosanoyl-CoA --> 1.0 cholesterol-ester-trico + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3657,-1.0 cholesterol + -1.0 tetracosanoyl-CoA --> 1.0 cholesterol-ester-tetraco + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3658,-1.0 (15Z)-tetracosenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-15-tetra + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3659,-1.0 cholesterol + -1.0 hexacosanoyl-CoA --> 1.0 cholesterol-ester-hexacosa + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3660,-1.0 cholesterol + -1.0 hexacosenoyl-CoA --> 1.0 cholesterol-ester-hexecose + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3661,-1.0 cholesterol + -1.0 linolenoyl-CoA --> 1.0 cholesterol-ester-linolen + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3662,"-1.0 (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-6,9,12,15-octa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3663,"-1.0 (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-8,11,14,17-eico + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3664,"-1.0 (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-5,8,11,14,17-eico + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3665,"-1.0 (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-7,10,13,16,19-docosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3666,"-1.0 (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-9,12,15,18,21-tetra + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3667,"-1.0 (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-6,9,12,15,18,21-tetra + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3668,"-1.0 (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-4,7,10,13,16,19-doco + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3669,"-1.0 (11Z,14Z,17Z)-eicosatrienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-11,14,17-eico + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3670,"-1.0 13,16,19-docosatrienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-13,16,19-doco + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3671,"-1.0 10,13,16,19-docosatetraenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-10,13,16,19-docosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3672,"-1.0 12,15,18,21-tetracosatetraenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-12,15,18,21-tetracosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3673,-1.0 cholesterol + -1.0 linoleoyl-CoA --> 1.0 cholesterol-ester-lin + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3674,-1.0 cholesterol + -1.0 gamma-linolenoyl-CoA --> 1.0 cholesterol-ester-gamma-lin + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3675,-1.0 cholesterol + -1.0 dihomo-gamma-linolenoyl-CoA --> 1.0 cholesterol-ester-dihomo-gamma + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3676,-1.0 arachidonyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-arach + 1.0 CoA,"['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3677,"-1.0 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-7,10,13,16-docosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3678,"-1.0 (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-9,12,15,18-tetraco + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3679,"-1.0 (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-6,9,12,15,18-tetraco + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3680,"-1.0 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-4,7,10,13,16-docosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3681,"-1.0 (11Z,14Z)-eicosadienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-11,14-eicosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3682,"-1.0 (13Z,16Z)-docosadienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-13,16-docosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3683,"-1.0 10,13,16-docosatrienoyl-CoA + -1.0 cholesterol --> 1.0 cholesterol-ester-10,13,16-docosa + 1.0 CoA","['SOAT2_HUMAN', 'SOAT1_HUMAN']",2.3.1.26,P35610 or O75908
HMR_3684,-1.0 cholesterol-ester-laur + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 lauric acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3685,-1.0 cholesterol-ester-tridec + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 tridecylic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3686,-1.0 cholesterol-ester-myrist + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 myristic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3687,-1.0 cholesterol-ester-9-tetrade + -1.0 H2O --> 1.0 (9E)-tetradecenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
